resume_text,job_description_text,label
"Machine learning engineer with a focus on delivering data-driven insights using leadership, tensorflow, python, scikit-learn, communication, problem-solving.","Seeking a skilled Software Engineer for a backend role. Requirements include sql, leadership, agile methodologies, django, git, communication, python, apis.",No Fit
"Machine learning engineer with a focus on delivering data-driven insights using python, sql, scikit-learn, problem-solving, tensorflow, communication.","Hiring a Data Scientist to analyze large datasets. Required skills include tensorflow, sql, python, agile methodologies, teamwork, statistics, scikit-learn, pandas.",Fit
"Detail-oriented developer with expertise in creating web applications using python, sql, django, flask, apis, teamwork, git.","Urgent hiring for a React Developer. Must have a strong command of css, teamwork, typescript, javascript, html, react, vue.",No Fit
"Experienced Python Developer with a strong background in apis, sql, django, agile methodologies, problem-solving, python, flask, communication, git seeking a challenging role.","Seeking a skilled Software Engineer for a backend role. Requirements include teamwork, agile methodologies, apis, python, sql, leadership.",Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using leadership, aws, terraform, communication, docker, linux, kubernetes.","DevOps Engineer needed. Must have hands-on experience with docker, kubernetes, linux, aws, ci/cd, problem-solving, terraform.",Fit
"Data Scientist with a proven track record of building predictive models using problem-solving, python, teamwork, tensorflow, pandas, sql, communication, scikit-learn.","Hiring a Data Scientist to analyze large datasets. Required skills include python, tensorflow, agile methodologies, pandas, scikit-learn.",Fit
"DevOps professional specializing in cloud automation and containerization with aws, docker, ci/cd, problem-solving.","Seeking a skilled Software Engineer for a backend role. Requirements include teamwork, apis, agile methodologies, git, python.",No Fit
"UI specialist with a passion for modern web technologies, including vue, javascript, agile methodologies, html, css, communication, teamwork, typescript, react.","Urgent hiring for a React Developer. Must have a strong command of html, css, vue, javascript, react, leadership.",Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using docker, kubernetes, agile methodologies, terraform, ci/cd.","Job opening for a Python programmer. The ideal candidate will know git, apis, teamwork, django.",No Fit
"Software engineer specializing in backend development with Python. Proficient in problem-solving, teamwork, apis, git, agile methodologies, sql.","Seeking a Cloud Engineer to manage our AWS infrastructure. Experience with kubernetes, communication, aws, agile methodologies, terraform, docker, leadership is mandatory.",No Fit
"Detail-oriented developer with expertise in creating web applications using python, leadership, sql, agile methodologies, django.","Hiring a Data Scientist to analyze large datasets. Required skills include pandas, sql, statistics, scikit-learn, tensorflow, teamwork, python.",No Fit
"Frontend engineer focused on performance and user experience. Expertise in html, css, javascript, leadership, typescript, teamwork, communication, vue.","Hiring a Data Scientist to analyze large datasets. Required skills include sql, leadership, statistics, pandas, agile methodologies, python, tensorflow, scikit-learn.",No Fit
"UI specialist with a passion for modern web technologies, including css, typescript, vue, problem-solving, leadership, react.","Urgent hiring for a React Developer. Must have a strong command of teamwork, typescript, react, vue, javascript, leadership, css, html.",Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using agile methodologies, aws, ci/cd, linux, kubernetes, docker, terraform.","Job opening for a Python programmer. The ideal candidate will know leadership, python, problem-solving, django, apis.",No Fit
"Software engineer specializing in backend development with Python. Proficient in git, apis, leadership, sql, django, python.","Seeking a skilled Software Engineer for a backend role. Requirements include sql, apis, flask, agile methodologies, leadership, git.",Fit
"Cloud infrastructure expert with skills in aws, terraform, problem-solving, agile methodologies, kubernetes, linux.","Seeking a skilled Software Engineer for a backend role. Requirements include flask, leadership, problem-solving, git, python, django, apis.",No Fit
"Data Scientist with a proven track record of building predictive models using scikit-learn, communication, leadership, problem-solving, statistics, python.","Join our cloud team! We require knowledge of terraform, problem-solving, kubernetes, linux, docker.",No Fit
"Frontend engineer focused on performance and user experience. Expertise in css, javascript, typescript, leadership.","DevOps Engineer needed. Must have hands-on experience with aws, problem-solving, linux, communication, kubernetes, terraform, leadership, docker.",No Fit
"Experienced Python Developer with a strong background in sql, flask, git, apis, teamwork, django, python seeking a challenging role.","Seeking a skilled Software Engineer for a backend role. Requirements include django, agile methodologies, git, communication, flask, sql, python.",Fit
"Cloud infrastructure expert with skills in kubernetes, teamwork, linux, terraform, docker.","We are hiring a Python Developer to join our team. Must have experience with git, flask, python, agile methodologies, sql, problem-solving, apis, django.",No Fit
"Machine learning engineer with a focus on delivering data-driven insights using pandas, communication, tensorflow, scikit-learn.","Job opening for a Python programmer. The ideal candidate will know python, agile methodologies, teamwork, django, communication, git, flask.",No Fit
